Id,Code,Name,Standard Class,Domain,Vocab,Validity,Concept,Frequency,Original_Id,Original_Code,Original_Name,Original_Vocab,Mapping_Applied,Mapping_Relationship
4024289,,Radiography of ankle,Undefined,Procedure,SNOMED,Invalid,Non-standard,43054,2211488,73610,"Radiologic examination, ankle; complete, minimum of 3 views",CPT4,Yes,CPT4 - SNOMED eq
2211480,73560,"Radiologic examination, knee; 1 or 2 views",Undefined,Procedure,CPT4,Invalid,Non-standard,42162,2211480,73560,"Radiologic examination, knee; 1 or 2 views",CPT4,No,
2211803,77014,Computed tomography guidance for placement of radiation therapy fields,Undefined,Procedure,CPT4,Invalid,Non-standard,41535,2211803,77014,Computed tomography guidance for placement of radiation therapy fields,CPT4,No,
2211783,76942,"Ultrasonic guidance for needle placement (eg, biopsy, aspiration, injection, localization device), imaging supervision and interpretation",Undefined,Procedure,CPT4,Invalid,Non-standard,41427,2211783,76942,"Ultrasonic guidance for needle placement (eg, biopsy, aspiration, injection, localization device), imaging supervision and interpretation",CPT4,No,
2414396,99212,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using total time on the date of the e...",Undefined,Observation,CPT4,Invalid,Non-standard,41418,2414396,99212,"Office or other outpatient visit for the evaluation and management of an established patient, which requires a medically appropriate history and/or examination and straightforward medical decision making. When using total time on the date of the e...",CPT4,No,
4154546,370860007,Verification of allergy status,Procedure,Procedure,SNOMED,Valid,Standard,41301,4154546,370860007,Verification of allergy status,SNOMED,No,
4201412,,Speech therapy,Undefined,Observation,SNOMED,Invalid,Non-standard,40231,2313701,92507,"Treatment of speech, language, voice, communication, and/or auditory processing disorder; individual",CPT4,Yes,CPT4 - SNOMED eq
4083230,,MRI of abdomen,Undefined,Procedure,SNOMED,Invalid,Non-standard,40230,2211516,74183,"Magnetic resonance (eg, proton) imaging, abdomen; without contrast material(s), followed by with contrast material(s) and further sequences",CPT4,Yes,CPT4 - SNOMED eq
37019019,713114000,Provision of medication list,Procedure,Observation,SNOMED,Valid,Standard,40067,37019019,713114000,Provision of medication list,SNOMED,No,
4017921,1043007,Doppler color flow velocity mapping,Procedure,Procedure,SNOMED,Valid,Non-standard,39638,4017921,1043007,Doppler color flow velocity mapping,SNOMED,No,
4334807,433231002,Contrast echocardiography,Procedure,Procedure,SNOMED,Valid,Standard,39393,2786056,B24BYZZ,Ultrasonography of Heart with Aorta using Other Contrast,ICD10PCS,Yes,Subsumes
4053165,,Electrocardiogram with maximal exercise test,Undefined,Measurement,SNOMED,Invalid,Non-standard,38143,2313822,93018,"Cardiovascular stress test using maximal or submaximal treadmill or bicycle exercise, continuous electrocardiographic monitoring, and/or pharmacological stress; interpretation and report only",CPT4,Yes,CPT4 - SNOMED eq
42627910,97166,"Occupational therapy evaluation, moderate complexity, requiring these components: An occupational profile and medical and therapy history, which includes an expanded review of medical and/or therapy records and additional review of physical, cogni...",Undefined,Procedure,CPT4,Invalid,Non-standard,38124,42627910,97166,"Occupational therapy evaluation, moderate complexity, requiring these components: An occupational profile and medical and therapy history, which includes an expanded review of medical and/or therapy records and additional review of physical, cogni...",CPT4,No,
4098509,,Radionuclide myocardial perfusion study,Undefined,Procedure,SNOMED,Invalid,Non-standard,38104,40756833,78452,"Myocardial perfusion imaging, tomographic (SPECT) (including attenuation correction, qualitative or quantitative wall motion, ejection fraction by first pass or gated technique, additional quantification, when performed); multiple studies, at rest...",CPT4,Yes,CPT4 - SNOMED eq
2213282,88304,"Level III - Surgical pathology, gross and microscopic examination Abortion, induced Abscess Aneurysm - arterial/ventricular Anus, tag Appendix, other than incidental Artery, atheromatous plaque Bartholin's gland cyst Bone fragment(s), other than p...",Undefined,Procedure,CPT4,Invalid,Non-standard,37910,2213282,88304,"Level III - Surgical pathology, gross and microscopic examination Abortion, induced Abscess Aneurysm - arterial/ventricular Anus, tag Appendix, other than incidental Artery, atheromatous plaque Bartholin's gland cyst Bone fragment(s), other than p...",CPT4,No,
4015480,,Diagnostic ultrasound of abdomen and retroperitoneum,Undefined,Procedure,SNOMED,Invalid,Non-standard,37659,2313992,93975,"Duplex scan of arterial inflow and venous outflow of abdominal, pelvic, scrotal contents and/or retroperitoneal organs; complete study",CPT4,Yes,CPT4 - SNOMED eq
42627952,97161,"Physical therapy evaluation: low complexity, requiring these components: A history with no personal factors and/or comorbidities that impact the plan of care; An examination of body system(s) using standardized tests and measures addressing 1-2 el...",Undefined,Procedure,CPT4,Invalid,Non-standard,37482,42627952,97161,"Physical therapy evaluation: low complexity, requiring these components: A history with no personal factors and/or comorbidities that impact the plan of care; An examination of body system(s) using standardized tests and measures addressing 1-2 el...",CPT4,No,
2314231,96415,"Chemotherapy administration, intravenous infusion technique; each additional hour (List separately in addition to code for primary procedure)",Undefined,Procedure,CPT4,Invalid,Non-standard,37311,2314231,96415,"Chemotherapy administration, intravenous infusion technique; each additional hour (List separately in addition to code for primary procedure)",CPT4,No,
4195956,44567001,Tracheal structure,Procedure,Procedure,SNOMED,Valid,Standard,37180,2745444,0BH17EZ,"Insertion of Endotracheal Airway into Trachea, Via Natural or Artificial Opening",ICD10PCS,Yes,Has dir proc site
3657090,395761000119101,"Plain X-ray of pelvis, anteroposterior view",Procedure,Procedure,SNOMED,Valid,Standard,36878,3657090,395761000119101,"Plain X-ray of pelvis, anteroposterior view",SNOMED,No,
4163951,29303009,Electrocardiographic procedure,Procedure,Procedure,SNOMED,Valid,Standard,36267,4163951,29303009,Electrocardiographic procedure,SNOMED,No,
2108883,43235,"Esophagogastroduodenoscopy, flexible, transoral; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",Undefined,Procedure,CPT4,Invalid,Non-standard,36239,2108883,43235,"Esophagogastroduodenoscopy, flexible, transoral; diagnostic, including collection of specimen(s) by brushing or washing, when performed (separate procedure)",CPT4,No,
4118954,,Plain X-ray of lumbar and sacral spine,Undefined,Procedure,SNOMED,Invalid,Non-standard,36092,2211397,72100,"Radiologic examination, spine, lumbosacral; 2 or 3 views",CPT4,Yes,CPT4 - SNOMED eq
36713200,395081000119108,CT of chest without contrast,Procedure,Procedure,SNOMED,Valid,Standard,35559,36713200,395081000119108,CT of chest without contrast,SNOMED,No,
4014410,,External beam radiation therapy particulate radiation,Undefined,Procedure,SNOMED,Invalid,Non-standard,35196,2211867,77412,"Radiation treatment delivery, >=1 MeV; complex",CPT4,Yes,CPT4 - SNOMED eq
40485932,445982009,Endoscopy and biopsy of upper gastrointestinal tract,Undefined,Procedure,SNOMED,Invalid,Non-standard,35092,2108887,43239,"Esophagogastroduodenoscopy, flexible, transoral; with biopsy, single or multiple",CPT4,Yes,Maps to
4261887,,Occupational therapy assessment,Undefined,Procedure,SNOMED,Invalid,Non-standard,34979,2314264,97003,Occupational therapy evaluation (Deprecated),CPT4,Yes,CPT4 - SNOMED eq
2314233,96417,"Chemotherapy administration, intravenous infusion technique; each additional sequential infusion (different substance/drug), up to 1 hour (List separately in addition to code for primary procedure)",Undefined,Procedure,CPT4,Invalid,Non-standard,34595,2314233,96417,"Chemotherapy administration, intravenous infusion technique; each additional sequential infusion (different substance/drug), up to 1 hour (List separately in addition to code for primary procedure)",CPT4,No,
4321906,9632001,Nursing procedure,Procedure,Procedure,SNOMED,Valid,Standard,34299,2617378,G0299,"Direct skilled nursing services of a registered nurse (rn) in the home health or hospice setting, each 15 minutes",HCPCS,Yes,Is a
4040722,118955007,Implantation to cardiovascular system,Procedure,Procedure,SNOMED,Valid,Standard,34267,2728511,03HY32Z,"Insertion of Monitoring Device into Upper Artery, Percutaneous Approach",ICD10PCS,Yes,Subsumes
710016,93356,Myocardial strain imaging using speckle tracking-derived assessment of myocardial mechanics (List separately in addition to codes for echocardiography imaging),Undefined,Procedure,CPT4,Invalid,Non-standard,33676,710016,93356,Myocardial strain imaging using speckle tracking-derived assessment of myocardial mechanics (List separately in addition to codes for echocardiography imaging),CPT4,No,
4176880,,Radiography of hand,Undefined,Procedure,SNOMED,Invalid,Non-standard,33467,2211459,73130,"Radiologic examination, hand; minimum of 3 views",CPT4,Yes,CPT4 - SNOMED eq
4013298,103388001,Percutaneous approach,Procedure,Procedure,SNOMED,Valid,Standard,33334,2788717,30233N1,"Transfusion of Nonautologous Red Blood Cells into Peripheral Vein, Percutaneous Approach",ICD10PCS,Yes,Has access
2102912,20610,"Arthrocentesis, aspiration and/or injection, major joint or bursa (eg, shoulder, hip, knee, subacromial bursa); without ultrasound guidance",Undefined,Procedure,CPT4,Invalid,Non-standard,33010,2102912,20610,"Arthrocentesis, aspiration and/or injection, major joint or bursa (eg, shoulder, hip, knee, subacromial bursa); without ultrasound guidance",CPT4,No,
4094501,,Cardiovascular stress test using bicycle ergometer,Undefined,Measurement,SNOMED,Invalid,Non-standard,32743,2313821,93017,"Cardiovascular stress test using maximal or submaximal treadmill or bicycle exercise, continuous electrocardiographic monitoring, and/or pharmacological stress; tracing only, without interpretation and report",CPT4,Yes,CPT4 - SNOMED eq
4304092,419394006,CT of abdomen and pelvis,Procedure,Procedure,SNOMED,Valid,Standard,32503,4304092,419394006,CT of abdomen and pelvis,SNOMED,No,
40756947,93451,"Right heart catheterization including measurement(s) of oxygen saturation and cardiac output, when performed",Undefined,Procedure,CPT4,Invalid,Non-standard,32374,40756947,93451,"Right heart catheterization including measurement(s) of oxygen saturation and cardiac output, when performed",CPT4,No,
4106470,257867005,Insertion - action,Procedure,Procedure,SNOMED,Valid,Standard,32310,2002174,38.93,"Venous catheterization, not elsewhere classified",ICD9Proc,Yes,Has method
4218403,,"Bone density study, dual photon absorptiometry",Undefined,Procedure,SNOMED,Invalid,Non-standard,32212,2211826,77080,"Dual-energy X-ray absorptiometry (DXA), bone density study, 1 or more sites; axial skeleton (eg, hips, pelvis, spine)",CPT4,Yes,CPT4 - SNOMED eq
36713226,411251000119104,CT angiography of chest with contrast,Procedure,Procedure,SNOMED,Valid,Standard,31951,36713226,411251000119104,CT angiography of chest with contrast,SNOMED,No,
4142645,,Angiography of coronary artery,Undefined,Procedure,SNOMED,Invalid,Non-standard,31827,40756950,93458,"Catheter placement in coronary artery(s) for coronary angiography, including intraprocedural injection(s) for coronary angiography, imaging supervision and interpretation; with left heart catheterization including intraprocedural injection(s) for ...",CPT4,Yes,CPT4 - SNOMED eq
42627987,77067,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (CAD) when performed",Undefined,Procedure,CPT4,Invalid,Non-standard,31769,42627987,77067,"Screening mammography, bilateral (2-view study of each breast), including computer-aided detection (CAD) when performed",CPT4,No,
